feed_id,country,provider,name,url,licence,licence_url,attribution
tdg-82163,FR,STAR,Réseau urbain STAR,https://proxy.transport.data.gouv.fr/resource/star-rennes-integration-gtfs-rt-vehicle-position?token=xdgqKBTAzhw4DSPz6zeGc4c5eW0LhwztcGv4-vpzP4U,ODbL 1.0,https://opendatacommons.org/licenses/odbl/1.0/,
tdg-82278,FR,Syndicat Intercommunal des Transports urbains de l’Agglomération du Calaisis,Réseau urbain SITAC,https://www.data.gouv.fr/api/1/datasets/r/a6086d6b-049b-4fe8-b52a-4bdcf863db83,Etalab 2.0,https://www.data.gouv.fr/pages/legal/licences/etalab-2.0,
tdg-82142,FR,Syndicat mixte Atoumod,Réseau urbain Astrobus,https://proxy.transport.data.gouv.fr/resource/astrobus-lisieux-gtfs-rt-vehicle-position?token=xdgqKBTAzhw4DSPz6zeGc4c5eW0LhwztcGv4-vpzP4U,Etalab 2.0,https://www.data.gouv.fr/pages/legal/licences/etalab-2.0,
tdg-82296,FR,Syndicat mixte Atoumod,Agrégat des réseaux urbains et interurbains de Normandie,https://proxy.transport.data.gouv.fr/resource/atoumod-gtfs-rt-vehicle-position?token=xdgqKBTAzhw4DSPz6zeGc4c5eW0LhwztcGv4-vpzP4U,Etalab 2.0,https://www.data.gouv.fr/pages/legal/licences/etalab-2.0,
tdg-83392,FR,Syndicat mixte Atoumod,Réseau urbain DeepMob,https://proxy.transport.data.gouv.fr/resource/deepmob-dieppe-gtfs-rt-vehicle-position?token=xdgqKBTAzhw4DSPz6zeGc4c5eW0LhwztcGv4-vpzP4U,Etalab 2.0,https://www.data.gouv.fr/pages/legal/licences/etalab-2.0,
tdg-83838,FR,Syndicat mixte Atoumod,Réseau urbain Ficibus,https://proxy.transport.data.gouv.fr/resource/ficibus-fecamp-gtfs-rt-vehicle-position?token=xdgqKBTAzhw4DSPz6zeGc4c5eW0LhwztcGv4-vpzP4U,Etalab 2.0,https://www.data.gouv.fr/pages/legal/licences/etalab-2.0,
tdg-81290,FR,Syndicat mixte Atoumod,Navette estivale SNGO! Giverny Vernon - Gare SNCF,https://proxy.transport.data.gouv.fr/resource/giverny-vernon-gtfs-rt?token=xdgqKBTAzhw4DSPz6zeGc4c5eW0LhwztcGv4-vpzP4U,Etalab 2.0,https://www.data.gouv.fr/pages/legal/licences/etalab-2.0,
tdg-82713,FR,Syndicat mixte Atoumod,Réseau urbain Hobus,https://proxy.transport.data.gouv.fr/resource/hobus-honfleur-gtfs-rt-vehicle-position?token=xdgqKBTAzhw4DSPz6zeGc4c5eW0LhwztcGv4-vpzP4U,Etalab 2.0,https://www.data.gouv.fr/pages/legal/licences/etalab-2.0,
tdg-82632,FR,Syndicat mixte Atoumod,Réseau urbain MOCA,https://proxy.transport.data.gouv.fr/resource/moca-caux-austreberthe-gtfs-rt-vehicle-position?token=xdgqKBTAzhw4DSPz6zeGc4c5eW0LhwztcGv4-vpzP4U,Etalab 2.0,https://www.data.gouv.fr/pages/legal/licences/etalab-2.0,
tdg-82630,FR,Syndicat mixte Atoumod,Réseau urbain MOCA,https://proxy.transport.data.gouv.fr/resource/moca-caux-austreberthe-gtfs-rt?token=xdgqKBTAzhw4DSPz6zeGc4c5eW0LhwztcGv4-vpzP4U,Etalab 2.0,https://www.data.gouv.fr/pages/legal/licences/etalab-2.0,
tdg-82723,FR,Syndicat mixte Atoumod,Réseau urbain Néva,https://proxy.transport.data.gouv.fr/resource/neva-granville-gtfs-rt-vehicle-position?token=xdgqKBTAzhw4DSPz6zeGc4c5eW0LhwztcGv4-vpzP4U,Etalab 2.0,https://www.data.gouv.fr/pages/legal/licences/etalab-2.0,
tdg-83285,FR,Syndicat mixte Atoumod,Réseau urbain et scolaire SEMO,https://proxy.transport.data.gouv.fr/resource/seine-eure-semo-gtfs-rt-vehicle-position?token=xdgqKBTAzhw4DSPz6zeGc4c5eW0LhwztcGv4-vpzP4U,Etalab 2.0,https://www.data.gouv.fr/pages/legal/licences/etalab-2.0,
tdg-83078,FR,Syndicat mixte Atoumod,Réseau urbain SNgo!,https://proxy.transport.data.gouv.fr/resource/sngo-vernon-gtfs-rt-vehicle-position?token=xdgqKBTAzhw4DSPz6zeGc4c5eW0LhwztcGv4-vpzP4U,Etalab 2.0,https://www.data.gouv.fr/pages/legal/licences/etalab-2.0,
tdg-82731,FR,Syndicat mixte Atoumod,Réseau urbain Transurbain,https://proxy.transport.data.gouv.fr/resource/transurbain-evreux-gtfs-rt-vehicle-position?token=xdgqKBTAzhw4DSPz6zeGc4c5eW0LhwztcGv4-vpzP4U,Etalab 2.0,https://www.data.gouv.fr/pages/legal/licences/etalab-2.0,
tdg-83150,FR,Syndicat mixte Atoumod,Réseau urbain Vikibus,https://proxy.transport.data.gouv.fr/resource/vikibus-yvetot-gtfs-rt-vehicle-position?token=xdgqKBTAzhw4DSPz6zeGc4c5eW0LhwztcGv4-vpzP4U,Etalab 2.0,https://www.data.gouv.fr/pages/legal/licences/etalab-2.0,
tdg-83523,FR,Syndicat mixte Atoumod,Réseau urbain Ficibus,https://www.data.gouv.fr/api/1/datasets/r/fd40ae51-b748-4065-a341-24e888919b11,Etalab 2.0,https://www.data.gouv.fr/pages/legal/licences/etalab-2.0,
tdg-83331,FR,Syndicat Mixte du Bassin d'Alès - Réseau Ales'Y,Réseau urbain Alesy,https://www.data.gouv.fr/api/1/datasets/r/5a854ccb-ef82-4b04-8a35-a26c89bd69d6,ODbL 1.0,https://opendatacommons.org/licenses/odbl/1.0/,
tdg-81579,FR,Sète Agglopole Méditerranée,Réseau urbain Sète Agglopole Mobilité,https://www.data.gouv.fr/api/1/datasets/r/b4b32f6f-26c8-4f4e-8253-5ce4d0462392,Etalab 2.0,https://www.data.gouv.fr/pages/legal/licences/etalab-2.0,
tdg-84050,FR,TADAO,Réseau urbain TADAO,https://www.data.gouv.fr/api/1/datasets/r/c4563dcc-f547-489a-b63a-efb4dbb37262,ODbL 1.0,https://opendatacommons.org/licenses/odbl/1.0/,
tdg-84125,FR,Tango,Réseau urbain Tango,https://www.data.gouv.fr/api/1/datasets/r/78b3c0a0-6e4f-443d-88f1-325e534f67e6,Etalab 2.0,https://www.data.gouv.fr/pages/legal/licences/etalab-2.0,
tdg-80732,FR,Tango,Réseau urbain Tango,https://www.data.gouv.fr/api/1/datasets/r/ee857dd3-ef88-4d71-ba0a-31ac996a2ba2,Etalab 2.0,https://www.data.gouv.fr/pages/legal/licences/etalab-2.0,
mdb-3466,FR,Tango Bus,,http://185.220.72.38:8085/ProfilGtfsRt2_0RSProducer-TANGO/VehiclePosition.pb,Etalab 2.0,https://www.data.gouv.fr/pages/legal/licences/etalab-2.0,
tdg-81543,FR,TCAT - Transports en Commun de l'Agglomération Troyenne,Réseau urbain TCAT,https://www.data.gouv.fr/api/1/datasets/r/98230d13-cccb-4c27-b0bc-d1b9341ca77b,ODbL 1.0,https://opendatacommons.org/licenses/odbl/1.0/,
tdg-81953,FR,Tempo Bus,Réseau urbain Tempo Bus,https://www.data.gouv.fr/api/1/datasets/r/37b144db-2013-49ff-9a24-b8396f19655d,Etalab 2.0,https://www.data.gouv.fr/pages/legal/licences/etalab-2.0,
tdg-81998,FR,TLP Mobilités,Réseau urbain TLP,https://www.data.gouv.fr/api/1/datasets/r/38611abb-fb76-4072-8be9-514fdbc4b13a,Etalab 2.0,https://www.data.gouv.fr/pages/legal/licences/etalab-2.0,
tdg-80699,FR,Tours Métropole Val de Loire,Réseau urbain et périurbain Fil Bleu,https://www.data.gouv.fr/api/1/datasets/r/02c21efd-d73c-43b5-b653-dc1048e0da94,Etalab 2.0,https://www.data.gouv.fr/pages/legal/licences/etalab-2.0,
tdg-81017,FR,Tout'enbus,Réseau urbain Tout'enbus,https://www.data.gouv.fr/api/1/datasets/r/af576ebf-d3a4-4a0f-b692-8ee580cb1877,Etalab 2.0,https://www.data.gouv.fr/pages/legal/licences/etalab-2.0,
tdg-83764,FR,Transdev CapAtlantique Mobilités • Lila Presqu'île,Réseau urbain et scolaire Lila Presqu'ile,https://proxy.transport.data.gouv.fr/resource/lila-presquile-cap-atlantique-gtfs-rt-vehicle-position?token=xdgqKBTAzhw4DSPz6zeGc4c5eW0LhwztcGv4-vpzP4U,ODbL 1.0,https://opendatacommons.org/licenses/odbl/1.0/,
tdg-83766,FR,Transdev CapAtlantique Mobilités • Lila Presqu'île,Réseau urbain et scolaire Lila Presqu'ile,https://proxy.transport.data.gouv.fr/resource/lila-presquile-cap-atlantique-gtfs-rt?token=xdgqKBTAzhw4DSPz6zeGc4c5eW0LhwztcGv4-vpzP4U,ODbL 1.0,https://opendatacommons.org/licenses/odbl/1.0/,
tdg-84067,FR,Transdev Chamonix,Réseau urbain Chamonix,https://www.data.gouv.fr/api/1/datasets/r/c447183d-c831-42f6-b85f-5789978398d8,Etalab 2.0,https://www.data.gouv.fr/pages/legal/licences/etalab-2.0,
tdg-79742,FR,Transdev Fougères • SURF,Réseau urbain SURF,https://proxy.transport.data.gouv.fr/resource/surf-fougeres-gtfs-rt-vehicle-position?token=xdgqKBTAzhw4DSPz6zeGc4c5eW0LhwztcGv4-vpzP4U,ODbL 1.0,https://opendatacommons.org/licenses/odbl/1.0/,
tdg-82095,FR,Transdev GMVA Mobilités • Kicéo,Réseau urbain Kicéo,https://proxy.transport.data.gouv.fr/resource/kiceo-vannes-gtfs-rt-vehicle-position?token=xdgqKBTAzhw4DSPz6zeGc4c5eW0LhwztcGv4-vpzP4U,Etalab 2.0,https://www.data.gouv.fr/pages/legal/licences/etalab-2.0,
tdg-84047,FR,Transdev GMVA Mobilités • Kicéo,Réseau urbain Kicéo,https://proxy.transport.data.gouv.fr/resource/kiceo-vannes-gtfs-rt?token=xdgqKBTAzhw4DSPz6zeGc4c5eW0LhwztcGv4-vpzP4U,Etalab 2.0,https://www.data.gouv.fr/pages/legal/licences/etalab-2.0,
tdg-83796,FR,Transdev SMA Mobilités • MAT,Réseau urbain MAT,https://proxy.transport.data.gouv.fr/resource/mat-st-malo-gtfs-rt?token=xdgqKBTAzhw4DSPz6zeGc4c5eW0LhwztcGv4-vpzP4U,Etalab 2.0,https://www.data.gouv.fr/pages/legal/licences/etalab-2.0,
tdg-82875,FR,Transdev Var,Réseau urbain Le TACO,https://www.data.gouv.fr/api/1/datasets/r/807dd36f-5813-487a-b410-20032bfbe3ad,Etalab 2.0,https://www.data.gouv.fr/pages/legal/licences/etalab-2.0,
tdg-82186,FR,Transdev Vierzon Mobilités • Le Vib,Réseau urbain Le Vib',https://proxy.transport.data.gouv.fr/resource/le-vib-vierzon-gtfs-rt-vehicle-position?token=xdgqKBTAzhw4DSPz6zeGc4c5eW0LhwztcGv4-vpzP4U,ODbL 1.0,https://opendatacommons.org/licenses/odbl/1.0/,
tdg-81256,FR,Transdev • Bretagne,Réseau urbain PondiBUS,https://www.data.gouv.fr/api/1/datasets/r/365ca136-0b94-4c28-9931-a812e792e108,ODbL 1.0,https://opendatacommons.org/licenses/odbl/1.0/,
tdg-82596,FR,Transdev • Bretagne,Réseau urbain Distribus,https://www.data.gouv.fr/api/1/datasets/r/b2bccdd8-ac63-4092-bed5-9431fb38bb5b,ODbL 1.0,https://opendatacommons.org/licenses/odbl/1.0/,
tdg-40392,FR,Transdev • Centre-Val de Loire,Réseau urbain Nosbus,https://www.data.gouv.fr/api/1/datasets/r/8bd532f4-8813-4313-be7c-304b8f8f47a7,ODbL 1.0,https://opendatacommons.org/licenses/odbl/1.0/,
tdg-67153,FR,Transdev • Normandie,Réseau urbain REZO'BUS,https://www.data.gouv.fr/api/1/datasets/r/ea44be8d-36ef-4aac-b56f-98b78eb54382,ODbL 1.0,https://opendatacommons.org/licenses/odbl/1.0/,
tdg-52582,FR,Transdev • Pays de la Loire,Réseau urbain Réso,https://www.data.gouv.fr/api/1/datasets/r/0fbf9dc8-d2db-405d-ade4-fdd04a6f8272,ODbL 1.0,https://opendatacommons.org/licenses/odbl/1.0/,
tdg-80939,FR,Transdev • Pays de la Loire,Réseau urbain Illygo,https://www.data.gouv.fr/api/1/datasets/r/476d53cd-374b-41b7-b11a-a158cc9abfaa,ODbL 1.0,https://opendatacommons.org/licenses/odbl/1.0/,
tdg-38878,FR,Transdev • Pays de la Loire,Réseau urbain Brévibus,https://www.data.gouv.fr/api/1/datasets/r/dd56dfc5-85b6-43f9-8b1b-8eebd4cb2c2e,ODbL 1.0,https://opendatacommons.org/licenses/odbl/1.0/,
tdg-81925,FR,Transp'Or - Pays de l'Or Agglomération,Réseau urbain Transp’Or,https://proxy.transport.data.gouv.fr/resource/transpor-gtfs-rt-vehicle-position?token=xdgqKBTAzhw4DSPz6zeGc4c5eW0LhwztcGv4-vpzP4U,Etalab 2.0,https://www.data.gouv.fr/pages/legal/licences/etalab-2.0,
tdg-81988,FR,Transport du Grand Longwy,Réseau urbain TGL,https://proxy.transport.data.gouv.fr/resource/tgl-longwy-gtfs-rt-vehicle-position?token=xdgqKBTAzhw4DSPz6zeGc4c5eW0LhwztcGv4-vpzP4U,Etalab 2.0,https://www.data.gouv.fr/pages/legal/licences/etalab-2.0,
mdb-2625,FR,Transports Bordeaux Métropole (TBM),,https://bdx.mecatran.com/utw/ws/gtfsfeed/vehicles/bordeaux?apiKey=opendata-bordeaux-metropole-flux-gtfs-rt,operator terms,https://transport.data.gouv.fr/datasets/offres-de-services-bus-tram-et-scolaire-au-format-gtfs-gtfs-rt-siri-lite-1,
mdb-2631,FR,Transports en Commun de l’Agglomération Troyenne (TCAT),,http://94.143.218.42:13485/ProfilGtfsRt2_0RSProducer-TCAT/VehiclePosition.pb,operator terms,https://transport.data.gouv.fr/datasets/offres-de-services-bus-tram-et-scolaire-au-format-gtfs-gtfs-rt-siri-lite-1,
tdg-83118,FR,Valence Romans Mobilités,Réseau urbain Citéa,https://proxy.transport.data.gouv.fr/resource/citea-valence-gtfs-rt-vehicle-position?token=xdgqKBTAzhw4DSPz6zeGc4c5eW0LhwztcGv4-vpzP4U,Etalab 2.0,https://www.data.gouv.fr/pages/legal/licences/etalab-2.0,
tdg-52918,FR,Vienne Condrieu Agglomération,Réseau urbain L'va,https://www.data.gouv.fr/api/1/datasets/r/4e87a135-b46e-46b3-8aaa-0233ec3c242a,ODbL 1.0,https://opendatacommons.org/licenses/odbl/1.0/,
tdg-25678,FR,Zenbus,Réseau urbain Figeac - Le Bus,https://www.data.gouv.fr/api/1/datasets/r/0057d63f-cf69-4d67-8c44-3c546ec7d403,ODbL 1.0,https://opendatacommons.org/licenses/odbl/1.0/,
tdg-12617,FR,Zenbus,Navettes saisonnières Valmobus,https://www.data.gouv.fr/api/1/datasets/r/136b953f-2b70-4c01-85ef-eb71169d0656,ODbL 1.0,https://opendatacommons.org/licenses/odbl/1.0/,
tdg-79993,FR,Zenbus,Réseau urbain Sarlat Bus,https://www.data.gouv.fr/api/1/datasets/r/1bffdcb5-1839-4725-90da-ca69d1ee05e6,ODbL 1.0,https://opendatacommons.org/licenses/odbl/1.0/,
tdg-10231,FR,Zenbus,Navette Aéroport de Bordeaux,https://www.data.gouv.fr/api/1/datasets/r/372463bd-d7b4-4668-a9b5-bd71a28f389d,ODbL 1.0,https://opendatacommons.org/licenses/odbl/1.0/,
tdg-12600,FR,Zenbus,Réseau urbain Buss,https://www.data.gouv.fr/api/1/datasets/r/47aa1c93-4868-47da-ae43-e2fcbce3575f,ODbL 1.0,https://opendatacommons.org/licenses/odbl/1.0/,
tdg-12609,FR,Zenbus,Réseau urbain May'bus,https://www.data.gouv.fr/api/1/datasets/r/6a1ef3cc-13cc-4770-a347-f183dc6accd6,ODbL 1.0,https://opendatacommons.org/licenses/odbl/1.0/,
tdg-8202,FR,Zenbus,Réseau urbain Titus,https://www.data.gouv.fr/api/1/datasets/r/7dd97f96-2fb2-4647-8498-ef234ed0faaa,ODbL 1.0,https://opendatacommons.org/licenses/odbl/1.0/,
tdg-8598,FR,Zenbus,Réseau urbain RespiRé,https://www.data.gouv.fr/api/1/datasets/r/89a81efd-a8f4-4558-9988-9e7c56ab15fe,ODbL 1.0,https://opendatacommons.org/licenses/odbl/1.0/,
tdg-78388,FR,Zenbus,Navettes hivernales de l'Alpe d'Huez,https://www.data.gouv.fr/api/1/datasets/r/8b8b8c8b-58a7-4c9e-97da-8c21d10ecb54,ODbL 1.0,https://opendatacommons.org/licenses/odbl/1.0/,
tdg-8488,FR,Zenbus,Réseau urbain TUM,https://www.data.gouv.fr/api/1/datasets/r/9b9013ec-4cbb-4f18-b44a-1e94088320a8,ODbL 1.0,https://opendatacommons.org/licenses/odbl/1.0/,
tdg-79015,FR,Zenbus,Réseau urbain Ritmo,https://www.data.gouv.fr/api/1/datasets/r/ae8b5fd2-283a-462c-aa34-27e02f6fc4a5,ODbL 1.0,https://opendatacommons.org/licenses/odbl/1.0/,
tdg-34266,FR,Zenbus,Réseau urbain La Navette Oloron Sainte-Marie,https://www.data.gouv.fr/api/1/datasets/r/afee6b6e-2c3f-4317-9d0a-d70540acf8d8,ODbL 1.0,https://opendatacommons.org/licenses/odbl/1.0/,
tdg-8118,FR,Zenbus,Réseau urbain Alliance,https://www.data.gouv.fr/api/1/datasets/r/ee7325a5-172f-430e-afe7-4072e0cf1321,ODbL 1.0,https://opendatacommons.org/licenses/odbl/1.0/,
mdb-3424,IT,Azienda del Consorzio Trasporti Veneziano (ACTV) Automobilistico,,https://tpl.actv.it/aut/GTFSRT/vehiclePositions,operator terms,https://actv.avmspa.it/it/content/catalogo-dei-dati-metadati-e-banche-dati-actv,
mdb-3422,IT,Azienda del Consorzio Trasporti Veneziano (ACTV) Navigazione,,https://tpl.actv.it/nav/GTFSRT/vehiclePositions,operator terms,https://actv.avmspa.it/it/content/catalogo-dei-dati-metadati-e-banche-dati-actv,
mdb-3387,IT,Cotral - BusOne,,https://proxy.busone.app/cotral/gtfs-rt/vehicle-positions.pb,operator terms,https://proxy.busone.app/cotral/readme,
jbda-manyosen-manyosen-vp,JP,万葉線,万葉線,https://gtfs-rt-files.buscatch.jp/toyama/manyo_line/VehiclePositions.pb,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,
jbda-mie-kotsu-sancoiga-vp,JP,三重交通,伊賀営業所,https://bus-vision.jp/realtime/iga_vpos_update_v2.bin,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,
jbda-mie-kotsu-sancoise-vp,JP,三重交通,伊勢営業所,https://bus-vision.jp/realtime/ise_vpos_update_v2.bin,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,
jbda-mie-kotsu-sancokuwana-vp,JP,三重交通,桑名営業所,https://bus-vision.jp/realtime/kuwana_vpos_update_v2.bin,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,
jbda-mie-kotsu-sancomatsusaka-vp,JP,三重交通,松阪営業所,https://bus-vision.jp/realtime/matsusaka_vpos_update_v2.bin,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,
jbda-mie-kotsu-sancoshima-vp,JP,三重交通,志摩営業所,https://bus-vision.jp/realtime/shima_vpos_update_v2.bin,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,
jbda-mie-kotsu-sancoyokkaichi-vp,JP,三重交通,四日市営業所,https://bus-vision.jp/realtime/yokkaichi_vpos_update_v2.bin,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,
odpt-JoshinHire-AllLines-vp,JP,上信ハイヤー株式会社,上信ハイヤー株式会社,https://api-public.odpt.org/api/v4/gtfs/realtime/odpt_JoshinHire_AllLines_vehicle,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/,
jbda-kamiichitown-kamiichi-vp,JP,上市町,上市町営バス,https://gtfs-rt-files.buscatch.jp/toyama/kamiichi-town/VehiclePositions.pb,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,
jbda-keisei-transitbus-keiseitransitbus-vp,JP,京成バス千葉ウエスト株式会社,京成バス千葉ウエスト　塩浜営業所（市川市コミュニティバス　南部ルート　わくわくバス含む）,https://s3-ajt-mobusta-gtfs.s3.ap-northeast-1.amazonaws.com/realtime/35/vehicle_position.bin,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,
odpt-KeifukuBus-keifuku_rosen-vp,JP,京福バス株式会社,京福バス（路線バス）,https://api-public.odpt.org/api/v4/gtfs/realtime/odpt_KeifukuBus_keifuku_rosen_vehicle,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/,
odpt-SendaiMunicipal-bus_realtime_information-vp,JP,仙台市交通局,仙台市交通局　バス関連情報（GTFS-JP及びGTFSリアルタイム）,https://api-public.odpt.org/api/v4/gtfs/realtime/odpt_SendaiMunicipal_bus_realtime_information_vehicle,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/,
jbda-isecity-communitybus-vp,JP,伊勢市,伊勢市コミュニティバス「おかげバス」,https://bus-vision.jp/realtime/iseshi_vpos_update_v2.bin,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,
jbda-nyuzentown-noranmaicar-vp,JP,入善町,のらんマイ・カー,https://gtfs-rt-files.buscatch.jp/toyama/nyuzen_noran/VehiclePositions.pb,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,
jbda-kaetsunou-kaetsunouippan-vp,JP,加越能バス,加越能バス（一般路線）,https://gtfs-rt-files.buscatch.jp/toyama/kaetsuno/VehiclePositions.pb,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,
jbda-kaetsunou-kaetsunouhimi-vp,JP,加越能バス,加越能バス（氷見市街地周遊バス）,https://gtfs-rt-files.buscatch.jp/toyama/kaetsuno_himi/VehiclePositions.pb,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,
jbda-kaetsunou-kaetsunousekaiisan-vp,JP,加越能バス,加越能バス（世界遺産バス）,https://gtfs-rt-files.buscatch.jp/toyama/kaetsuno_sekaiisan/VehiclePositions.pb,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,
jbda-nantocity-nanbus-vp,JP,南砺市,南砺市営バス,https://gtfs-rt-files.buscatch.jp/toyama/nanto-city/VehiclePositions.pb,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,
jbda-yanbaru-expressbus-yanbaru-express-bus-vp,JP,合同会社やんばる急行バス,やんばる急行バス,https://gtfs.yanbaru-bus-navi.com/gtfs-rt/yanbaru/vehicle_position.pb,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,
odpt-NagoyaHousingCityPlanningBureau-NagoyaSRT_AllLines-vp,JP,名古屋市住宅都市局,名古屋市　SRT,https://api-public.odpt.org/api/v4/gtfs/realtime/odpt_NagoyaHousingCityPlanningBureau_NagoyaSRT_AllLines_vehicle,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/,
odpt-TosaCity-AllLines-vp,JP,土佐市,土佐市ドラゴンバス,https://api-public.odpt.org/api/v4/gtfs/realtime/odpt_TosaCity_AllLines_vehicle,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/,
jbda-tsuchiuracity-tsuchimarubus-vp,JP,土浦市,つちまるバス,https://realtime.gtfs.info/tsuchiura/vehicle.pb,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,
jbda-chitetsu-chitetsubus-vp,JP,富山地方鉄道,富山地方鉄道バス,https://gtfs-rt-files.buscatch.jp/toyama/chitetsu/VehiclePositions.pb,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,
jbda-chitetsu-chitetsushinaidensha-vp,JP,富山地方鉄道,富山地方鉄道市内電車,https://gtfs-rt-files.buscatch.jp/toyama/chitetsu_tram/VehiclePositions.pb,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,
jbda-toyamacity-fuchucommunitybus-vp,JP,富山市,婦中コミュニティバス,https://gtfs-rt-files.buscatch.jp/toyama/toyama-city-fuchu/VehiclePositions.pb,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,
jbda-toyamacity-horikawaminamicommunitybus-vp,JP,富山市,堀川南地域コミュニティバス,https://gtfs-rt-files.buscatch.jp/toyama/toyama-city-horikawaminami/VehiclePositions.pb,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,
jbda-toyamacity-jojocommunitybus-vp,JP,富山市,上条コミバス,https://gtfs-rt-files.buscatch.jp/toyama/toyama-city-jojo/VehiclePositions.pb,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,
jbda-toyamacity-kurehaikiikibus-vp,JP,富山市,呉羽いきいきバス,https://gtfs-rt-files.buscatch.jp/toyama/toyama-city-kureha/VehiclePositions.pb,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,
jbda-toyamacity-maidohayabus-vp,JP,富山市,まいどはやバス,https://gtfs-rt-files.buscatch.jp/toyama/toyama-city-maidohaya/VehiclePositions.pb,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,
jbda-toyamacity-mizuhashifureaicommunitybus-vp,JP,富山市,水橋ふれあいコミュニティバス,https://gtfs-rt-files.buscatch.jp/toyama/toyama-city-mizuhashi/VehiclePositions.pb,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,
jbda-toyamacity-oyamacommunitybus-vp,JP,富山市,大山コミュニティバス,https://gtfs-rt-files.buscatch.jp/toyama/toyama-city-oyama/VehiclePositions.pb,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,
jbda-toyamacity-yamadacommunitybus-vp,JP,富山市,山田コミュニティバス,https://gtfs-rt-files.buscatch.jp/toyama/toyama-city-yamada/VehiclePositions.pb,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,
jbda-toyamacity-yatsuocommunitybus-vp,JP,富山市,八尾コミュニティバス,https://gtfs-rt-files.buscatch.jp/toyama/toyama-city-yatsuo/VehiclePositions.pb,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,
jbda-toyama-asahitown-asahimachibus-vp,JP,富山県朝日町,あさひまちバス,https://gtfs-rt-files.buscatch.jp/toyama/asahimachi/VehiclePositions.pb,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,
jbda-imizucity-imizushi-vp,JP,射水市,きときとバス,https://gtfs-rt-files.buscatch.jp/toyama/imizu-city/VehiclePositions.pb,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,
jbda-oyabecity-oyabecitybus-vp,JP,小矢部市,小矢部市営バス,https://gtfs-rt-files.buscatch.jp/toyama/oyabe-city/VehiclePositions.pb,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,
jbda-owariasahicity-communitybus-vp,JP,尾張旭市,尾張旭市あさぴー号,https://gtfs-rt-files.buscatch.jp/owariasahi-city/asapygo/VehiclePositions.pb,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,
jbda-tokonamecity-Gruun-vp,JP,常滑市,コミュニティバスグルーン,https://realtime.gtfs.info/gruun/vehicle.pb,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,
odpt-NipponChuoBus-Maebashi_Area-vp,JP,日本中央バス株式会社,日本中央バス　全線 (2025.9/30までは奥多野線を除く),https://api-public.odpt.org/api/v4/gtfs/realtime/odpt_NipponChuoBus_Maebashi_Area_vehicle,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/,
jbda-takeyakoutu-takeyakotsu-vp,JP,株式会社タケヤ交通,株式会社タケヤ交通,https://realtime.gtfs.info/takeyakotsu/vehicle.pb,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,
